"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Register a new citizen account. The email is timestamped to avoid duplicates.","576","POST Register Citizen","WastePlatform API - Professional QA Suite","Sun May 24 01:41:12 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","","01 - Auth","",""
"Enterprise complaint response endpoint.","13","POST Respond Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Create a complaint linked to a report or enterprise.","11","POST Create Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Reject a complaint as admin.","11","POST Reject Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","Admin Complaints","04 - Complaints","",""
"Update a collector profile.","13","PUT Update Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Remove a collector from the enterprise.","12","DELETE Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Create a new user from the admin panel.","32","POST Create User","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Admin complaint list with filters.","12","GET All Complaints","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","Admin Complaints","04 - Complaints","",""
"Smoke test. Keep this request green on every deployment.","434","GET Health","WastePlatform API - Professional QA Suite","Sun May 24 01:41:11 UTC 2026","passed","Sun May 24 01:41:11 UTC 2026","","00 - Smoke & Public","",""
"Fetch a complaint by ID.","12","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","Citizen Complaints","04 - Complaints","",""
"List collectors available for assignment.","11","GET Available Collectors","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Use this to inspect available roles before registering users.","23","GET Roles","WastePlatform API - Professional QA Suite","Sun May 24 01:41:12 UTC 2026","passed","Sun May 24 01:41:12 UTC 2026","","01 - Auth","",""
"Update the current citizen profile.","13","PUT Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","06 - Citizen API","",""
"Get all categories and accepted category IDs.","13","GET Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Public analytics endpoint. No auth required.","918","GET Public Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:41:11 UTC 2026","passed","Sun May 24 01:41:12 UTC 2026","","00 - Smoke & Public","",""
"Use a valid categoryId from the list endpoint.","24","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","","02 - Waste Categories","",""
"Dashboard user stats.","56","GET User Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Fetch the current collector profile.","14","GET Collector Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","07 - Collector API","",""
"Admin analytics summary.","10","GET Analytics Summary","WastePlatform API - Professional QA Suite","Sun May 24 01:41:15 UTC 2026","failed","Sun May 24 01:41:15 UTC 2026","","10 - Admin API","",""
"Get current enterprise profile and accepted waste types.","15","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Complete a task and upload proof images if required.","12","PUT Complete Task","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","08 - Collector Tasks","",""
"Change a user's role.","11","PATCH Update User Role","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Mark all notifications as read.","12","PUT Mark All Notifications Read","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","05 - Notifications","",""
"Move task to OnTheWay.","10","PUT Set On The Way","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","08 - Collector Tasks","",""
"Admin complaint detail view.","14","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","Admin Complaints","04 - Complaints","",""
"List tasks assigned to the current collector.","11","GET My Tasks","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","08 - Collector Tasks","",""
"Collector task summary statistics.","14","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","08 - Collector Tasks","",""
"List reward rules for the enterprise.","13","GET Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
