"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Dashboard user stats.","65","GET User Stats","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Admin complaint detail view.","15","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","failed","Sun May 24 11:08:17 UTC 2026","Admin Complaints","04 - Complaints","",""
"Create a new user from the admin panel.","37","POST Create User","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"List collectors available for assignment.","12","GET Available Collectors","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","09 - Enterprise API","",""
"Mark an enterprise as verified.","11","POST Verify Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Admin enterprise detail view.","12","GET Enterprise Detail","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Overall admin analytics dashboard.","11","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Use this request to capture an enterprise token into enterpriseToken.","23","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","passed","Sun May 24 11:08:17 UTC 2026","","01 - Auth","",""
"Admin enterprise list with filters.","12","GET Enterprises","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Use this request to capture a citizen token into citizenToken.","34","POST Login Citizen","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","passed","Sun May 24 11:08:17 UTC 2026","","01 - Auth","",""
"Create a complaint linked to a report or enterprise.","14","POST Create Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","passed","Sun May 24 11:08:17 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Enterprise complaint response endpoint.","11","POST Respond Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","09 - Enterprise API","",""
"Fetch the current collector profile.","12","GET Collector Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","07 - Collector API","",""
"Register a new enterprise account. Adjust payload if your backend registration command uses a slightly different shape.","597","POST Register Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:08:16 UTC 2026","passed","Sun May 24 11:08:17 UTC 2026","","01 - Auth","",""
"Remove a collector from the enterprise.","12","DELETE Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","09 - Enterprise API","",""
"Update enterprise capacity and service area.","20","PUT Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","09 - Enterprise API","",""
"Create a new collector under the enterprise.","15","POST Create Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","09 - Enterprise API","",""
"Reject a report as Enterprise or Admin.","13","POST Reject Report","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","passed","Sun May 24 11:08:17 UTC 2026","Management Reports","03 - Reports","",""
"Admin waste analytics.","12","GET Analytics Waste","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Mark all notifications as read.","14","PUT Mark All Notifications Read","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","passed","Sun May 24 11:08:17 UTC 2026","","05 - Notifications","",""
"Change a user's role.","12","PATCH Update User Role","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Citizen leaderboard by points.","39","GET Leaderboard","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","failed","Sun May 24 11:08:17 UTC 2026","","06 - Citizen API","",""
"List collectors belonging to the enterprise.","17","GET Collectors","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","09 - Enterprise API","",""
"Get the current citizen profile.","12","GET Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","failed","Sun May 24 11:08:17 UTC 2026","","06 - Citizen API","",""
"Enterprise analytics report endpoint.","12","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","09 - Enterprise API","",""
"Reject an enterprise with a reason.","11","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Complete a task and upload proof images if required.","13","PUT Complete Task","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","08 - Collector Tasks","",""
"List complaints for the current citizen.","14","GET My Complaints","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","failed","Sun May 24 11:08:17 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Activate or deactivate a user.","12","PATCH Toggle User Status","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
"Use a valid categoryId from the list endpoint.","29","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 11:08:17 UTC 2026","passed","Sun May 24 11:08:17 UTC 2026","","02 - Waste Categories","",""
"Use this to inspect available roles before registering users.","27","GET Roles","WastePlatform API - Professional QA Suite","Sun May 24 11:08:15 UTC 2026","passed","Sun May 24 11:08:16 UTC 2026","","01 - Auth","",""
"Collector task summary statistics.","14","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","08 - Collector Tasks","",""
"Toggle collector availability.","13","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","passed","Sun May 24 11:08:18 UTC 2026","","07 - Collector API","",""
"Admin analytics summary.","13","GET Analytics Summary","WastePlatform API - Professional QA Suite","Sun May 24 11:08:18 UTC 2026","failed","Sun May 24 11:08:18 UTC 2026","","10 - Admin API","",""
