"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get detailed task information.","11","GET Task By ID","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","","08 - Collector Tasks","",""
"Change a user's role.","11","PATCH Update User Role","WastePlatform API - Professional QA Suite","Sun May 24 02:10:25 UTC 2026","passed","Sun May 24 02:10:25 UTC 2026","","10 - Admin API","",""
"Get unread notification count for the current citizen.","13","GET Unread Count","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","","05 - Notifications","",""
"Collector task summary statistics.","12","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","","08 - Collector Tasks","",""
"Admin complaint detail view.","14","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","Admin Complaints","04 - Complaints","",""
"Mark one notification as read.","19","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","05 - Notifications","",""
"Use a valid categoryId from the list endpoint.","26","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","02 - Waste Categories","",""
"Admin user analytics.","13","GET Analytics Users","WastePlatform API - Professional QA Suite","Sun May 24 02:10:25 UTC 2026","failed","Sun May 24 02:10:25 UTC 2026","","10 - Admin API","",""
"Admin enterprise list with filters.","13","GET Enterprises","WastePlatform API - Professional QA Suite","Sun May 24 02:10:25 UTC 2026","failed","Sun May 24 02:10:25 UTC 2026","","10 - Admin API","",""
"Total reward points for the current citizen.","16","GET Rewards Total","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","","06 - Citizen API","",""
"Admin report analytics.","11","GET Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 02:10:25 UTC 2026","failed","Sun May 24 02:10:25 UTC 2026","","10 - Admin API","",""
"Get current enterprise profile and accepted waste types.","13","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","09 - Enterprise API","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","695","POST Register Citizen","WastePlatform API - Professional QA Suite","Sun May 24 02:10:22 UTC 2026","passed","Sun May 24 02:10:23 UTC 2026","","01 - Auth","",""
"Create a complaint linked to a report or enterprise.","13","POST Create Complaint","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Fetch a complaint by ID.","14","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Toggle collector availability.","12","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","07 - Collector API","",""
"List the current citizen reports.","25","GET My Reports","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","Citizen Reports","03 - Reports","",""
"Dashboard user stats.","59","GET User Stats","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","","10 - Admin API","",""
"Bulk update reward rules.","12","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","09 - Enterprise API","",""
"Update the current citizen profile.","11","PUT Profile","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","06 - Citizen API","",""
"Create a report as a Citizen. Upload at least one image if the backend requires it.","21","POST Create Report","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","Citizen Reports","03 - Reports","",""
"Update accepted waste categories.","14","PUT Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","09 - Enterprise API","",""
"Escalate a complaint to admin.","13","POST Escalate Complaint","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Overall admin analytics dashboard.","11","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 02:10:25 UTC 2026","failed","Sun May 24 02:10:25 UTC 2026","","10 - Admin API","",""
"List complaints for the current citizen.","13","GET My Complaints","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Approve a report as Enterprise or Admin.","13","POST Accept Report","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","Management Reports","03 - Reports","",""
"Get all categories and accepted category IDs.","15","GET Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","09 - Enterprise API","",""
"Move task to OnTheWay.","11","PUT Set On The Way","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","passed","Sun May 24 02:10:24 UTC 2026","","08 - Collector Tasks","",""
"Fetch the current collector profile.","11","GET Collector Profile","WastePlatform API - Professional QA Suite","Sun May 24 02:10:24 UTC 2026","failed","Sun May 24 02:10:24 UTC 2026","","07 - Collector API","",""
"Activate or deactivate a user.","11","PATCH Toggle User Status","WastePlatform API - Professional QA Suite","Sun May 24 02:10:25 UTC 2026","passed","Sun May 24 02:10:25 UTC 2026","","10 - Admin API","",""
