"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Update the current citizen profile.","15","PUT Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","06 - Citizen API","",""
"Create a report as a Citizen. Upload at least one image if the backend requires it.","26","POST Create Report","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","Citizen Reports","03 - Reports","",""
"Admin user analytics.","14","GET Analytics Users","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","failed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Use this to inspect available roles before registering users.","29","GET Roles","WastePlatform API - Professional QA Suite","Sun May 24 11:02:26 UTC 2026","passed","Sun May 24 11:02:26 UTC 2026","","01 - Auth","",""
"Paginated reward point history.","17","GET Rewards History","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","06 - Citizen API","",""
"Mark an enterprise as verified.","14","POST Verify Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","passed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Toggle collector availability.","14","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","07 - Collector API","",""
"Mark all notifications as read.","15","PUT Mark All Notifications Read","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","05 - Notifications","",""
"Admin complaint list with filters.","17","GET All Complaints","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","Admin Complaints","04 - Complaints","",""
"Get one task progress.","13","GET Task Progress","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"List collectors belonging to the enterprise.","17","GET Collectors","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Escalate a complaint to admin.","14","POST Escalate Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Update a collector profile.","17","PUT Update Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Enterprise task statistics.","13","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","19","GET All Reports","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","failed","Sun May 24 11:02:27 UTC 2026","Management Reports","03 - Reports","",""
"Dashboard user stats.","68","GET User Stats","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","10 - Admin API","",""
"Admin enterprise detail view.","14","GET Enterprise Detail","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","failed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Admin user list with filters.","36","GET Users","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","10 - Admin API","",""
"List collectors available for assignment.","13","GET Available Collectors","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Total reward points for the current citizen.","15","GET Rewards Total","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","06 - Citizen API","",""
"Smoke test. Keep this request green on every deployment.","499","GET Health","WastePlatform API - Professional QA Suite","Sun May 24 11:02:24 UTC 2026","passed","Sun May 24 11:02:25 UTC 2026","","00 - Smoke & Public","",""
"Admin report analytics.","15","GET Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","failed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Register a new enterprise account. Adjust payload if your backend registration command uses a slightly different shape.","624","POST Register Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","","01 - Auth","",""
"Get current enterprise profile and accepted waste types.","17","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Use a valid categoryId from the list endpoint.","30","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","","02 - Waste Categories","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","707","POST Register Citizen","WastePlatform API - Professional QA Suite","Sun May 24 11:02:26 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","","01 - Auth","",""
"Reject a report as Enterprise or Admin.","15","POST Reject Report","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","Management Reports","03 - Reports","",""
"Use this request to capture a citizen token into citizenToken.","35","POST Login Citizen","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","","01 - Auth","",""
"Get unread notification count for the current citizen.","17","GET Unread Count","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","05 - Notifications","",""
"Create a complaint linked to a report or enterprise.","15","POST Create Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","15","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Fetch a complaint by ID.","16","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Mark one notification as read.","15","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","05 - Notifications","",""
"Create a new user from the admin panel.","36","POST Create User","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","10 - Admin API","",""
"Bulk update reward rules.","15","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
