"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Use this request to capture an admin token into adminToken and managementToken.","18","POST Login Admin","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","01 - Auth","",""
"Move task to OnTheWay.","11","PUT Set On The Way","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","08 - Collector Tasks","",""
"Paginated reward point history.","18","GET Rewards History","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","06 - Citizen API","",""
"Escalate a complaint to admin.","14","POST Escalate Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Reject a report as Enterprise or Admin.","13","POST Reject Report","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","Management Reports","03 - Reports","",""
"Enterprise available reports list.","14","GET Enterprise Available Reports","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","Management Reports","03 - Reports","",""
"Create a new user from the admin panel.","31","POST Create User","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","passed","Sun May 24 11:13:30 UTC 2026","","10 - Admin API","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","11","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","passed","Sun May 24 11:13:30 UTC 2026","","09 - Enterprise API","",""
"Collector task summary statistics.","11","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","08 - Collector Tasks","",""
"Citizen leaderboard by points.","36","GET Leaderboard","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","06 - Citizen API","",""
"Get the current citizen profile.","11","GET Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","06 - Citizen API","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","721","POST Register Citizen","WastePlatform API - Professional QA Suite","Sun May 24 11:13:27 UTC 2026","passed","Sun May 24 11:13:28 UTC 2026","","01 - Auth","",""
"Admin analytics summary.","11","GET Analytics Summary","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","failed","Sun May 24 11:13:30 UTC 2026","","10 - Admin API","",""
"List tasks assigned to the current collector.","13","GET My Tasks","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","08 - Collector Tasks","",""
"Overall admin analytics dashboard.","10","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","failed","Sun May 24 11:13:30 UTC 2026","","10 - Admin API","",""
"List collectors available for assignment.","11","GET Available Collectors","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","failed","Sun May 24 11:13:30 UTC 2026","","09 - Enterprise API","",""
"Use this request to capture a collector token into collectorToken.","16","POST Login Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","01 - Auth","",""
"Resolve a complaint as admin.","13","POST Resolve Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","Admin Complaints","04 - Complaints","",""
"Fetch a single report by ID.","13","GET Report By ID","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","Citizen Reports","03 - Reports","",""
"Admin complaint list with filters.","17","GET All Complaints","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","Admin Complaints","04 - Complaints","",""
"Remove a collector from the enterprise.","11","DELETE Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","09 - Enterprise API","",""
"Smoke test. Keep this request green on every deployment.","512","GET Health","WastePlatform API - Professional QA Suite","Sun May 24 11:13:26 UTC 2026","passed","Sun May 24 11:13:26 UTC 2026","","00 - Smoke & Public","",""
"Register a new enterprise account. Adjust payload if your backend registration command uses a slightly different shape.","612","POST Register Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:13:28 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","01 - Auth","",""
"Get one task progress.","10","GET Task Progress","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","passed","Sun May 24 11:13:30 UTC 2026","","09 - Enterprise API","",""
"Enterprise complaint response endpoint.","10","POST Respond Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","passed","Sun May 24 11:13:30 UTC 2026","","09 - Enterprise API","",""
"Public reference data for report creation and enterprise waste-type setup.","28","GET All Categories","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","02 - Waste Categories","",""
"Update the current citizen profile.","13","PUT Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","06 - Citizen API","",""
"Dashboard user stats.","60","GET User Stats","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","failed","Sun May 24 11:13:30 UTC 2026","","10 - Admin API","",""
"Update a collector profile.","13","PUT Update Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","09 - Enterprise API","",""
"Change a user's role.","11","PATCH Update User Role","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","passed","Sun May 24 11:13:30 UTC 2026","","10 - Admin API","",""
"Create a new collector under the enterprise.","11","POST Create Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","09 - Enterprise API","",""
"Get current enterprise profile and accepted waste types.","14","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","09 - Enterprise API","",""
"Reject an enterprise with a reason.","11","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","passed","Sun May 24 11:13:30 UTC 2026","","10 - Admin API","",""
"Total reward points for the current citizen.","16","GET Rewards Total","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","06 - Citizen API","",""
"Admin user list with filters.","32","GET Users","WastePlatform API - Professional QA Suite","Sun May 24 11:13:30 UTC 2026","passed","Sun May 24 11:13:30 UTC 2026","","10 - Admin API","",""
"List the current citizen reports.","23","GET My Reports","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","Citizen Reports","03 - Reports","",""
"Approve a report as Enterprise or Admin.","14","POST Accept Report","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","Management Reports","03 - Reports","",""
"Reject a complaint as admin.","12","POST Reject Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","Admin Complaints","04 - Complaints","",""
"List the current citizen notifications.","11","GET Notifications","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","failed","Sun May 24 11:13:29 UTC 2026","","05 - Notifications","",""
"Mark one notification as read.","12","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sun May 24 11:13:29 UTC 2026","passed","Sun May 24 11:13:29 UTC 2026","","05 - Notifications","",""
